make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08
Suzuki,Swift x,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,11.442692307692308,1700
Suzuki,Swift x,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,11.018888888888888,1650
Toyota,Camry Solara,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.39625,1850
Toyota,Camry Solara,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.39625,1850
Toyota,Camry Solara,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.3,-1,14.167142857142858,2100
Toyota,Camry Solara Convertible,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.3,-1,14.167142857142858,2100
Toyota,Corolla,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500
Toyota,Corolla,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,9.597096774193547,1400
Toyota,Corolla,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.9004,2350
Toyota,Echo,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.597096774193547,1400
Toyota,Echo,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.015454545454546,1350
Volkswagen,Golf,2005,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.205571428571428,1550
Volkswagen,Golf,2005,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,11.16234375,1700
Volkswagen,Golf,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,Golf,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,GTI,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,GTI,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,GTI,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,13.52318181818182,2650
Volkswagen,Jetta,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,Jetta,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Jetta,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Jetta,2005,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.205571428571428,1550
Volkswagen,Jetta,2005,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,11.16234375,1700
Volkswagen,Jetta,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,Jetta,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,Passat 4motion,2005,Manual,4WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Passat 4motion,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,1.8,-1,14.167142857142858,2800
Volkswagen,Passat 4motion,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
Volvo,S40 AWD,2005,Manual,4WD,2000-2010,Gas,Car,5.0,2.5,-1,14.8755,2900
Volvo,S40 AWD,2005,Automatic,4WD,2000-2010,Gas,Car,5.0,2.5,-1,14.8755,2900
Volvo,S40 FWD,2005,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,S40 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,S40 FWD,2005,Manual,2WD,2000-2010,Gas,Car,5.0,2.5,-1,13.52318181818182,2650
Volvo,S40 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.5,-1,13.52318181818182,2650
Volvo,S60 AWD,2005,Automatic,4WD,2000-2010,Gas,Car,5.0,2.5,-1,14.8755,2900
Volvo,S60 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,S60 FWD,2005,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,S60 FWD,2005,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.167142857142858,2800
Volvo,S60 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.167142857142858,2800
Volvo,S60 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.5,-1,13.52318181818182,2650
Volvo,S60 R AWD,2005,Manual,4WD,2000-2010,Gas,Car,5.0,2.5,-1,15.65842105263158,3050
Volvo,S60 R AWD,2005,Automatic,4WD,2000-2010,Gas,Car,5.0,2.5,-1,16.528333333333336,3250
Acura,RL,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,3050
Acura,TL,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.167142857142858,2800
Acura,TL,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.167142857142858,2800
Audi,A8,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Bentley,Arnage,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,6.8,-1,27.04636363636364,5300
BMW,525i,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
BMW,525i,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
BMW,530i,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,530i,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2800
BMW,530i,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900
BMW,545i,2005,Manual,2WD,2000-2010,Gas,Car,8.0,4.4,-1,16.528333333333336,3250
BMW,545i,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,15.65842105263158,3050
BMW,545i,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,17.500588235294117,3450
Buick,Century,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,14.167142857142858,2100
Buick,Lacrosse/Allure,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,14.8755,2200
Buick,Lacrosse/Allure,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Cadillac,CTS,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,2300
Cadillac,CTS,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,15.65842105263158,2300
Cadillac,CTS,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,2450
Cadillac,CTS-V,2005,Manual,2WD,2000-2010,Gas,Car,8.0,5.7,-1,18.594375,3650
Cadillac,STS 2WD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.6,-1,16.528333333333336,2450
Cadillac,STS 2WD,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,3250
Cadillac,STS AWD,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.6,-1,17.500588235294117,3450
Chevrolet,Classic,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,11.9004,1750
Chevrolet,Epica,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2100
Chevrolet,Malibu,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,11.9004,1750
Chevrolet,Malibu,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,12.935217391304349,1900
Chevrolet,Monte Carlo,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,13.52318181818182,2000
Chevrolet,Monte Carlo,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900
Chevrolet,Monte Carlo,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Chrysler,Sebring 4 Door,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Dodge,Stratus 4 Door,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Ferrari,612 Scaglietti,2005,Manual,2WD,2000-2010,Gas,Car,12.0,5.7,-1,24.7925,4850
Ferrari,612 Scaglietti,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,5.7,-1,27.04636363636364,5300
Honda,Accord,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.39625,1850
Honda,Accord,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,11.442692307692308,1700
Honda,Accord,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,13.52318181818182,2000
Honda,Accord,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Hyundai,Elantra,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Hyundai,Elantra,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.442692307692308,1700
Hyundai,Sonata,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Hyundai,Sonata,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.935217391304349,1900
Hyundai,Sonata,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.8755,2200
Hyundai,Sonata,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.8755,2200
Hyundai,XG350,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,2300
Infiniti,Q45,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.5,-1,16.528333333333336,3250
Jaguar,S-Type 3.0 Litre,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Jaguar,S-Type 3.0 Litre,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Jaguar,S-Type 4.2 Litre,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,15.65842105263158,3050
Jaguar,S-Type R,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Jaguar,X-Type Sport Brake,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,2.5,-1,15.65842105263158,3050
Jaguar,X-Type Sport Brake,2005,Manual,4WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
Jaguar,X-Type Sport Brake,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,3250
Jaguar,X-Type Sport Brake,2005,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Kia,Optima,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Kia,Optima,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.935217391304349,1900
Kia,Optima,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Kia,Optima,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Kia,Spectra,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750
Kia,Spectra,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750
Lexus,ES 330,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.3,-1,14.167142857142858,2100
Lexus,GS 300/GS 430,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Lexus,GS 300/GS 430,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,16.528333333333336,3250
Lincoln,LS,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900
Lincoln,LS,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900
Lincoln,LS,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,16.528333333333336,3250
Lincoln,LS,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,16.528333333333336,3250
Mercury,Sable,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mercury,Sable,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mazda,6,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.935217391304349,1900
Mazda,6,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,13.52318181818182,2000
Mazda,6,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mazda,6,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mercedes-Benz,E320,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900
Mercedes-Benz,E320 4matic,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.2,-1,15.65842105263158,3050
Mercedes-Benz,E320 Cdi,2005,Automatic,2WD,2000-2010,Diesel,Car,6.0,3.2,-1,13.229444444444445,2050
Mercedes-Benz,E500,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,16.528333333333336,3250
Mercedes-Benz,E500 4matic,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,5.0,-1,18.594375,3650
Mercedes-Benz,E55 AMG,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,5.4,-1,19.834,3900
Mitsubishi,Diamante Sedan,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,16.528333333333336,3250
Mitsubishi,Galant,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.935217391304349,1900
Mitsubishi,Galant,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Nissan,Altima,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.5,-1,12.935217391304349,1900
Nissan,Altima,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.5,-1,12.39625,1850
Nissan,Altima,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2100
Nissan,Altima,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2100
Nissan,Altima,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2100
Nissan,Maxima,2005,Manual,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2100
Nissan,Maxima,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.167142857142858,2100
Pontiac,Grand Prix,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900
Pontiac,Grand Prix,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Pontiac,Grand Prix,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Rolls-Royce,Phantom,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,6.7,-1,22.885384615384616,4500
Saab,9-5,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.167142857142858,2800
Saab,9-5,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.8755,2900
Saturn,L300,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Suzuki,Verona,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2100
Toyota,Camry,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,11.9004,1750
Toyota,Camry,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.39625,1850
Toyota,Camry,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Toyota,Camry,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.3,-1,14.167142857142858,2100
Toyota,Prius,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.5,-1,6.467608695652174,950
Volkswagen,Passat,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.935217391304349,2550
Volkswagen,Passat,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Passat,2005,Automatic,2WD,2000-2010,Diesel,Car,4.0,2.0,-1,13.229444444444445,2050
Volkswagen,Passat,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.8755,2900
Volkswagen,Passat,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.8755,2900
Volvo,S80 AWD,2005,Automatic,4WD,2000-2010,Gas,Car,5.0,2.5,-1,14.8755,2900
Volvo,S80 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,5.0,2.5,-1,13.52318181818182,2650
Volvo,S80 FWD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.9,-1,15.65842105263158,3050
Audi,A8 L,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Audi,A8 L,2005,Automatic,4WD,2000-2010,Gas,Car,12.0,6.0,-1,19.834,3900
Bentley,Arnage LWB,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,6.8,-1,27.04636363636364,5300
BMW,745i,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,15.65842105263158,3050
BMW,745li,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,15.65842105263158,3050
BMW,760i,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,6.0,-1,18.594375,3650
BMW,760li,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,6.0,-1,18.594375,3650
Buick,LeSabre,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Buick,Park Avenue,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900
Buick,Park Avenue,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Cadillac,Armored Deville,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,19.834,2950
Cadillac,DeVille,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,2450
Cadillac,DeVille,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,2300
Cadillac,Funeral Coach / Hearse,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,19.834,2950
Cadillac,Limousine,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,18.594375,2750
Chevrolet,Impala,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,13.52318181818182,2000
Chevrolet,Impala,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2900
Chevrolet,Impala,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Chevrolet,Malibu Maxx,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,12.935217391304349,1900
Chrysler,300C AWD,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.5,-1,16.528333333333336,2450
Chrysler,300C AWD,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,5.7,-1,16.528333333333336,2450
Chrysler,300C/SRT-8,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Chrysler,300C/SRT-8,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2200
Chrysler,300C/SRT-8,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,5.7,-1,16.528333333333336,2450
Ford,Crown Victoria,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,2300
Ford,Five Hundred AWD,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,2300
Ford,Five Hundred FWD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Ford,Five Hundred FWD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Ford,Taurus,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Ford,Taurus,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Jaguar,Super V8,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Jaguar,Vdp Lwb,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,15.65842105263158,3050
Jaguar,XJ8 4.2 Litre,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,15.65842105263158,3050
Jaguar,XJ8l,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,15.65842105263158,3050
Jaguar,XJR 4.2 Litre,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Kia,Amanti,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,16.528333333333336,2450
Lexus,LS 430,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,16.528333333333336,3250
Mercury,Grand Marquis,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,2300
Mercury,Montego AWD,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,2300
Mercury,Montego FWD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mercury,Montego FWD,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Lincoln,Town Car,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,2300
Maserati,Quattroporte,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.2,-1,24.7925,4850
Maybach,57,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,5.5,-1,22.885384615384616,4500
Maybach,62,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,5.5,-1,22.885384615384616,4500
Mercedes-Benz,S430,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,15.65842105263158,3050
Mercedes-Benz,S430 4matic,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.3,-1,17.500588235294117,3450
Mercedes-Benz,S500,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,17.500588235294117,3450
Mercedes-Benz,S500 4matic,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,5.0,-1,18.594375,3650
Mercedes-Benz,S55 AMG,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,5.4,-1,19.834,3900
Mercedes-Benz,S600,2005,Automatic,2WD,2000-2010,Gas,Car,12.0,5.5,-1,22.885384615384616,4500
Pontiac,Bonneville,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Pontiac,Bonneville,2005,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,2450
Volkswagen,Phaeton,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,18.594375,3650
Volkswagen,Phaeton,2005,Automatic,4WD,2000-2010,Gas,Car,12.0,6.0,-1,22.885384615384616,4500
Audi,A4 Avant quattro,2005,Manual,4WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Audi,A4 Avant quattro,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,1.8,-1,14.167142857142858,2800
Audi,A4 Avant quattro,2005,Manual,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Audi,A4 Avant quattro,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Audi,S4 Avant,2005,Manual,4WD,2000-2010,Gas,Car,8.0,4.2,-1,18.594375,3650
Audi,S4 Avant,2005,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,18.594375,3650
BMW,325i Sport Wagon,2005,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2800
BMW,325i Sport Wagon,2005,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
BMW,325xi Sport Wagon,2005,Manual,4WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
BMW,325xi Sport Wagon,2005,Automatic,4WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
Chevrolet,Optra Wagon,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.167142857142858,2100
Chevrolet,Optra Wagon,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.167142857142858,2100
Mercedes-Benz,C240 4matic (Wagon),2005,Automatic,4WD,2000-2010,Gas,Car,6.0,2.6,-1,15.65842105263158,3050
Mitsubishi,Lancer Sportback,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Pontiac,Vibe,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.018888888888888,1650
Pontiac,Vibe AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,1.8,-1,11.9004,1750
Pontiac,Vibe,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500
Pontiac,Vibe,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.9004,2350
Saab,9-2x Wagon AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,2.0,-1,15.65842105263158,3050
Saab,9-2x Wagon AWD,2005,Manual,4WD,2000-2010,Gas,Car,4.0,2.0,-1,14.8755,2900
Saab,9-2x Wagon AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,12.935217391304349,1900
Saab,9-2x Wagon AWD,2005,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,13.52318181818182,2000
Subaru,Impreza Wagon/Outback SPT AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,2.0,-1,14.8755,2900
Subaru,Impreza Wagon/Outback SPT AWD,2005,Manual,4WD,2000-2010,Gas,Car,4.0,2.0,-1,14.8755,2900
Subaru,Impreza Wagon/Outback SPT AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,13.52318181818182,2000
Subaru,Impreza Wagon/Outback SPT AWD,2005,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,12.935217391304349,1900
Suzuki,Aerio SX,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.39625,1850
Suzuki,Aerio SX,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.39625,1850
Suzuki,Aerio SX AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,2.3,-1,12.935217391304349,1900
Suzuki,Forenza Wagon,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.167142857142858,2100
Suzuki,Forenza Wagon,2005,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.167142857142858,2100
Toyota,Matrix,2005,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.018888888888888,1650
Toyota,Matrix AWD,2005,Automatic,4WD,2000-2010,Gas,Car,4.0,1.8,-1,11.9004,1750
Toyota,Matrix,2005,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.25896551724138,1500
