,make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
3397,Chevrolet,Astro AWD (passenger),2003.0,6.0,Automatic 4-spd,4.3,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3398,Chevrolet,Express 1500/2500 2WD,2003.0,6.0,Automatic 4-spd,4.3,"Vans, Passenger Type",-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3399,Chevrolet,Express 1500/2500 2WD,2003.0,8.0,Automatic 4-spd,5.3,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3400,Chevrolet,Express 1500 AWD,2003.0,8.0,Automatic 4-spd,5.3,"Vans, Passenger Type",-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3401,Ford,E150 Club Wagon,2003.0,6.0,Automatic 4-spd,4.2,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3402,Ford,E150 Club Wagon,2003.0,8.0,Automatic 4-spd,4.6,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,17.0,13.0,14.0
3403,Ford,E150 Club Wagon,2003.0,8.0,Automatic 4-spd,5.4,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3404,GMC,Savana 1500/2500 2WD (Passenger),2003.0,6.0,Automatic 4-spd,4.3,"Vans, Passenger Type",-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3405,GMC,Savana 1500/2500 2WD (Passenger),2003.0,8.0,Automatic 4-spd,5.3,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3406,GMC,Savana 1500 AWD (Passenger),2003.0,8.0,Automatic 4-spd,5.3,"Vans, Passenger Type",-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3407,GMC,Safari 2WD (Passenger),2003.0,6.0,Automatic 4-spd,4.3,"Vans, Passenger Type",-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3408,GMC,Safari AWD (Passenger),2003.0,6.0,Automatic 4-spd,4.3,"Vans, Passenger Type",-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3409,Volkswagen,Eurovan Camper,2003.0,6.0,Automatic 4-spd,2.8,Minivan - 2WD,-1.0,18.594375,3650.0,Premium,18.0,14.0,16.0
3410,Chevrolet,Venture FWD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3411,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2003.0,4.0,Automatic 4-spd,2.4,Minivan - 2WD,-1.0,14.16714286,2100.0,Regular,25.0,18.0,21.0
3412,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,16.0,19.0
3413,Dodge,Caravan/Grand Caravan 2WD,2003.0,4.0,Automatic 4-spd,2.4,Minivan - 2WD,-1.0,14.16714286,2100.0,Regular,25.0,18.0,21.0
3414,Dodge,Caravan/Grand Caravan 2WD,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,16.0,19.0
3415,Ford,Windstar FWD Cargo Van,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 2WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3416,Ford,Windstar FWD Wagon,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 2WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3417,Honda,Odyssey,2003.0,6.0,Automatic 5-spd,3.5,Minivan - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,16.0,19.0
3418,Kia,Sedona,2003.0,6.0,Automatic 5-spd,3.5,Minivan - 2WD,-1.0,18.594375,2750.0,Regular,18.0,14.0,16.0
3419,Mazda,MPV,2003.0,6.0,Automatic 5-spd,3.0,Minivan - 2WD,-1.0,16.52833333,2450.0,Regular,23.0,16.0,18.0
3420,Oldsmobile,Silhouette 2WD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3421,Pontiac,Montana FWD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3422,Toyota,Sienna 2WD,2003.0,6.0,Automatic 4-spd,3.0,Minivan - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,17.0,19.0
3423,Volkswagen,Eurovan,2003.0,6.0,Automatic 4-spd,2.8,Minivan - 2WD,-1.0,18.594375,3650.0,Premium,18.0,15.0,16.0
3424,Chevrolet,Venture AWD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 4WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3425,Chrysler,Town and Country/Voyager/Grand Voy. AWD,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 4WD,-1.0,17.50058824,2600.0,Regular,21.0,14.0,17.0
3426,Dodge,Caravan/Grand Caravan AWD,2003.0,6.0,Automatic 4-spd,3.8,Minivan - 4WD,-1.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
3427,Oldsmobile,Silhouette AWD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 4WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3428,Pontiac,Montana AWD,2003.0,6.0,Automatic 4-spd,3.4,Minivan - 4WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3429,Buick,Rendezvous FWD,2003.0,6.0,Automatic 4-spd,3.4,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3430,Cadillac,Escalade 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,16.0,13.0,14.0
3431,Chevrolet,Blazer 2WD,2003.0,6.0,Automatic 4-spd,4.3,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
3432,Chevrolet,Blazer 2WD,2003.0,6.0,Manual 5-spd,4.3,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,20.0,14.0,16.0
3433,Chevrolet,Avalanche 1500 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3434,Chevrolet,Suburban 1500 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3435,Chevrolet,Tahoe 1500 2WD,2003.0,8.0,Automatic 4-spd,4.8,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,13.0,14.0
3436,Chevrolet,Tahoe 1500 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,16.0,13.0,14.0
3437,Chevrolet,Tracker 2WD Convertible,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,24.0,20.0,22.0
3438,Chevrolet,Tracker 2WD Convertible,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,24.0,20.0,22.0
3439,Chevrolet,Tracker 2WD Hardtop,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,24.0,20.0,22.0
3440,Chevrolet,Tracker 2WD Hardtop,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,24.0,20.0,22.0
3441,Chevrolet,Tracker 2WD Hardtop,2003.0,6.0,Automatic 4-spd,2.5,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,19.0,17.0,18.0
3442,Chevrolet,Tracker LT 2WD,2003.0,6.0,Automatic 4-spd,2.5,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,19.0,17.0,18.0
3443,Chevrolet,TrailBlazer 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,20.0,14.0,16.0
3444,Chevrolet,TrailBlazer Ext 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3445,Chevrolet,TrailBlazer Ext 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,14.0,15.0
3446,Chrysler,PT Cruiser,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,15.65842105,3050.0,Premium,23.0,17.0,19.0
3447,Chrysler,PT Cruiser,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,23.0,17.0,20.0
3448,Chrysler,PT Cruiser,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
3449,Chrysler,PT Cruiser,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
3450,Dodge,Durango 2WD,2003.0,8.0,Automatic 5-spd,4.7,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3451,Dodge,Durango 2WD,2003.0,8.0,Automatic 4-spd,5.9,Sport Utility Vehicle - 2WD,-1.0,22.88538462,3400.0,Regular,17.0,12.0,13.0
3452,Ford,Escape 2WD,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,25.0,20.0,22.0
3453,Ford,Escape 2WD,2003.0,6.0,Automatic 4-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,17.0,19.0
3454,Ford,Expedition 2WD,2003.0,8.0,Automatic 4-spd,4.6,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,18.0,13.0,14.0
3455,Ford,Expedition 2WD,2003.0,8.0,Automatic 4-spd,5.4,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3456,Ford,Explorer 2WD,2003.0,8.0,Automatic 5-spd,4.6,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3457,Ford,Explorer Sport 2WD,2003.0,6.0,Automatic 5-spd,4.0,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3458,Ford,Explorer Sport 2WD,2003.0,6.0,Manual 5-spd,4.0,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,20.0,15.0,17.0
3459,GMC,Yukon 1500 2WD,2003.0,8.0,Automatic 4-spd,4.8,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,13.0,14.0
3460,GMC,Yukon 1500 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,16.0,13.0,14.0
3461,GMC,Yukon XL 1500 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3462,GMC,Envoy 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,20.0,14.0,16.0
3463,GMC,Envoy XL 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3464,GMC,Envoy XL 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,14.0,15.0
3465,GMC,Jimmy 2WD,2003.0,6.0,Automatic 4-spd,4.3,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
3466,GMC,Jimmy 2WD,2003.0,6.0,Manual 5-spd,4.3,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,20.0,14.0,16.0
3467,Honda,CR-V 2WD,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,26.0,20.0,22.0
3468,Honda,Element 2WD,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,24.0,20.0,21.0
3469,Honda,Element 2WD,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,24.0,19.0,21.0
3470,Hyundai,Santa Fe 2WD,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,25.0,18.0,20.0
3471,Hyundai,Santa Fe 2WD,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,25.0,18.0,20.0
3472,Hyundai,Santa Fe 2WD,2003.0,6.0,Automatic 4-spd,2.7,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,24.0,18.0,20.0
3473,Hyundai,Santa Fe 2WD,2003.0,6.0,Automatic 5-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,20.0,15.0,17.0
3474,Infiniti,FX35 2WD,2003.0,6.0,Automatic (S5),3.5,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,22.0,15.0,17.0
3475,Infiniti,QX4 2WD,2003.0,6.0,Automatic 4-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3476,Isuzu,Ascender 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3477,Isuzu,Ascender 2WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,14.0,15.0
3478,Isuzu,Axiom 2WD,2003.0,6.0,Automatic 4-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,15.0,16.0
3479,Isuzu,Rodeo 2WD,2003.0,4.0,Automatic 4-spd,2.2,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
3480,Isuzu,Rodeo 2WD,2003.0,4.0,Manual 5-spd,2.2,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,22.0,18.0,19.0
3481,Isuzu,Rodeo 2WD,2003.0,6.0,Automatic 4-spd,3.2,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
3482,Isuzu,Rodeo Sport 2WD,2003.0,4.0,Automatic 4-spd,2.2,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
3483,Isuzu,Rodeo Sport 2WD,2003.0,4.0,Manual 5-spd,2.2,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,22.0,18.0,19.0
3484,Isuzu,Rodeo Sport 2WD,2003.0,6.0,Automatic 4-spd,3.2,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,21.0,15.0,17.0
3485,Jeep,Grand Cherokee 2WD,2003.0,6.0,Automatic 4-spd,4.0,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3486,Jeep,Grand Cherokee 2WD,2003.0,8.0,Automatic 5-spd,4.7,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3487,Jeep,Liberty/Cherokee 2WD,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,22.0,17.0,19.0
3488,Jeep,Liberty/Cherokee 2WD,2003.0,6.0,Automatic 4-spd,3.7,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,20.0,15.0,17.0
3489,Jeep,Liberty/Cherokee 2WD,2003.0,6.0,Manual 5-spd,3.7,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,20.0,15.0,17.0
3490,Kia,Sorento 2WD,2003.0,6.0,Automatic 4-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,14.0,15.0
3491,Lincoln,Aviator 2WD,2003.0,8.0,Automatic 5-spd,4.6,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,12.0,14.0
3492,Lincoln,Navigator 2WD,2003.0,8.0,Automatic 4-spd,5.4,Sport Utility Vehicle - 2WD,-1.0,22.88538462,4500.0,Premium,15.0,11.0,13.0
3493,Mazda,Tribute 2WD,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,25.0,20.0,22.0
3494,Mazda,Tribute 2WD,2003.0,6.0,Automatic 4-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,23.0,17.0,19.0
3495,Mercury,Mountaineer 2WD,2003.0,8.0,Automatic 5-spd,4.6,Sport Utility Vehicle - 2WD,-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3496,Mitsubishi,Montero Sport 2WD,2003.0,6.0,Automatic 4-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
3497,Mitsubishi,Montero Sport 2WD,2003.0,6.0,Automatic 4-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,20.0,15.0,17.0
3498,Mitsubishi,Nativa 2WD(Puerto Rico Only),2003.0,6.0,Automatic 4-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,21.0,16.0,18.0
3499,Mitsubishi,Outlander 2WD,2003.0,4.0,Automatic (S4),2.4,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,24.0,18.0,21.0
3500,Nissan,Murano 2WD,2003.0,6.0,Automatic (variable gear ratios),3.5,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,23.0,18.0,20.0
3501,Nissan,Pathfinder 2WD,2003.0,6.0,Automatic 4-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,14.0,16.0
3502,Nissan,Pathfinder 2WD,2003.0,6.0,Manual 5-spd,3.5,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,18.0,15.0,16.0
3503,Nissan,Xterra 2WD,2003.0,4.0,Manual 5-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,15.65842105,2300.0,Regular,22.0,17.0,19.0
3504,Nissan,Xterra V6 2WD,2003.0,6.0,Automatic 4-spd,3.3,Sport Utility Vehicle - 2WD,-1.0,19.834,3900.0,Premium,17.0,14.0,15.0
3505,Nissan,Xterra V6 2WD,2003.0,6.0,Automatic 4-spd,3.3,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,19.0,15.0,16.0
3506,Nissan,Xterra V6 2WD,2003.0,6.0,Manual 5-spd,3.3,Sport Utility Vehicle - 2WD,-1.0,19.834,3900.0,Premium,18.0,14.0,15.0
3507,Nissan,Xterra V6 2WD,2003.0,6.0,Manual 5-spd,3.3,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,19.0,15.0,17.0
3508,Oldsmobile,Bravada 2WD,2003.0,6.0,Automatic 4-spd,4.2,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,20.0,14.0,16.0
3509,Pontiac,Aztek FWD,2003.0,6.0,Automatic 4-spd,3.4,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3510,Saturn,Vue FWD,2003.0,4.0,Automatic (variable gear ratios),2.2,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
3511,Saturn,Vue FWD,2003.0,4.0,Manual 5-spd,2.2,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,26.0,20.0,22.0
3512,Saturn,Vue FWD,2003.0,6.0,Automatic 5-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
3513,Suzuki,Grand Vitara,2003.0,6.0,Automatic 4-spd,2.5,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,19.0,17.0,18.0
3514,Suzuki,Grand Vitara,2003.0,6.0,Manual 5-spd,2.5,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,20.0,17.0,18.0
3515,Suzuki,Grand Vitara XL7,2003.0,6.0,Automatic 4-spd,2.7,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,18.0,15.0,17.0
3516,Suzuki,Grand Vitara XL7,2003.0,6.0,Manual 5-spd,2.7,Sport Utility Vehicle - 2WD,-1.0,17.50058824,2600.0,Regular,19.0,16.0,17.0
3517,Suzuki,Vitara 2 Door,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3518,Suzuki,Vitara 2 Door,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,24.0,20.0,22.0
3519,Suzuki,Vitara 4 Door,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3520,Suzuki,Vitara 4 Door,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3521,Toyota,4Runner 2WD,2003.0,6.0,Automatic 4-spd,4.0,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,20.0,16.0,18.0
3522,Toyota,4Runner 2WD,2003.0,8.0,Automatic 5-spd,4.7,Sport Utility Vehicle - 2WD,-1.0,18.594375,2750.0,Regular,18.0,15.0,16.0
3523,Toyota,Highlander 2WD,2003.0,4.0,Automatic 4-spd,2.4,Sport Utility Vehicle - 2WD,-1.0,13.52318182,2000.0,Regular,25.0,19.0,22.0
3524,Toyota,Highlander 2WD,2003.0,6.0,Automatic 4-spd,3.0,Sport Utility Vehicle - 2WD,-1.0,16.52833333,2450.0,Regular,21.0,17.0,18.0
3525,Toyota,RAV4 2WD,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,12.93521739,1900.0,Regular,26.0,21.0,23.0
3526,Toyota,RAV4 2WD,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 2WD,-1.0,12.39625,1850.0,Regular,28.0,22.0,24.0
3527,Toyota,Sequoia 2WD,2003.0,8.0,Automatic 4-spd,4.7,Sport Utility Vehicle - 2WD,-1.0,21.25071429,3150.0,Regular,17.0,13.0,14.0
3528,Volvo,XC90 FWD,2003.0,5.0,Automatic (S5),2.5,Sport Utility Vehicle - 2WD,-1.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
3529,Acura,MDX 4WD,2003.0,6.0,Automatic 5-spd,3.5,Sport Utility Vehicle - 4WD,-1.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
3530,Audi,Allroad quattro,2003.0,6.0,Manual 6-spd,2.7,Sport Utility Vehicle - 4WD,-1.0,17.50058824,3450.0,Premium,21.0,14.0,17.0
3531,Audi,Allroad quattro,2003.0,6.0,Automatic (S5),2.7,Sport Utility Vehicle - 4WD,-1.0,17.50058824,3450.0,Premium,20.0,15.0,17.0
3532,BMW,X5,2003.0,6.0,Automatic 5-spd,3.0,Sport Utility Vehicle - 4WD,-1.0,18.594375,3650.0,Premium,19.0,14.0,16.0
3533,BMW,X5,2003.0,6.0,Manual 5-spd,3.0,Sport Utility Vehicle - 4WD,-1.0,18.594375,3650.0,Premium,19.0,14.0,16.0
3534,BMW,X5,2003.0,8.0,Automatic 5-spd,4.4,Sport Utility Vehicle - 4WD,-1.0,21.25071429,4150.0,Premium,17.0,13.0,14.0
3535,BMW,X5 4.6is,2003.0,8.0,Automatic 5-spd,4.6,Sport Utility Vehicle - 4WD,-1.0,21.25071429,4150.0,Premium,16.0,12.0,14.0
3536,Buick,Rendezvous AWD,2003.0,6.0,Automatic 4-spd,3.4,Sport Utility Vehicle - 4WD,-1.0,16.52833333,2450.0,Regular,22.0,16.0,18.0
3537,Cadillac,Escalade AWD,2003.0,8.0,Automatic 4-spd,6.0,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,15.0,11.0,13.0
3538,Cadillac,Escalade ESV AWD,2003.0,8.0,Automatic 4-spd,6.0,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,15.0,11.0,13.0
3539,Cadillac,Escalade Ext AWD,2003.0,8.0,Automatic 4-spd,6.0,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,15.0,11.0,13.0
3540,Chevrolet,Blazer 4WD,2003.0,6.0,Automatic 4-spd,4.3,Sport Utility Vehicle - 4WD,-1.0,19.834,2950.0,Regular,17.0,13.0,15.0
3541,Chevrolet,Blazer 4WD,2003.0,6.0,Manual 5-spd,4.3,Sport Utility Vehicle - 4WD,-1.0,19.834,2950.0,Regular,18.0,13.0,15.0
3542,Chevrolet,Avalanche 1500 4WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3543,Chevrolet,Avalanche 1500 AWD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3544,Chevrolet,Suburban 1500 4WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3545,Chevrolet,Suburban 1500 AWD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3546,Chevrolet,Tahoe 1500 4WD,2003.0,8.0,Automatic 4-spd,4.8,Sport Utility Vehicle - 4WD,-1.0,21.25071429,3150.0,Regular,16.0,12.0,14.0
3547,Chevrolet,Tahoe 1500 4WD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3548,Chevrolet,Tahoe 1500 AWD,2003.0,8.0,Automatic 4-spd,5.3,Sport Utility Vehicle - 4WD,-1.0,22.88538462,3400.0,Regular,16.0,12.0,13.0
3549,Chevrolet,Tracker 4WD Convertible,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 4WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3550,Chevrolet,Tracker 4WD Convertible,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 4WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3551,Chevrolet,Tracker 4WD Hardtop,2003.0,4.0,Automatic 4-spd,2.0,Sport Utility Vehicle - 4WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
3552,Chevrolet,Tracker 4WD Hardtop,2003.0,4.0,Manual 5-spd,2.0,Sport Utility Vehicle - 4WD,-1.0,14.16714286,2100.0,Regular,23.0,20.0,21.0
